id,name,code,unit,price,sold,date,created_date
,говядина с картоф.,400331689,шт.,147,99,2022-11-29,
,говядина с соусом,400331665,шт.,186,99,2022-11-29,
,говядина сыр и барбе,400341947,шт.,203,99,2022-11-29,
,жульен грибной,440359723,шт.,189,99,2022-11-29,
,карт.жаркое с курице,450338990,шт.,193,99,2022-11-29,
,котлета домашняя,999900632,шт.,215,99,2022-11-29,
,котлета по-киевски,430334436,шт.,185,99,2022-11-29,
,куп кур.медальоны,460351207,шт.,148,99,2022-11-29,
,кур. с орех соусом2,430343370,шт.,204,99,2022-11-29,
,запеканка твор.готов,420346213,шт.,190,99,2022-11-29,
,салат с сельдью Люци,400344658,шт.,148,99,2022-11-29,
,брокколи с сыром,420346232,шт.,192,64,2022-11-30,
,буррито вегетар.,430343394,шт.,214,90,2022-11-30,
,говядина по-бургундк,400356359,шт.,184,107,2022-11-30,
,говядина с картоф.,400331689,шт.,147,107,2022-11-30,
,говядина с соусом,400331665,шт.,186,107,2022-11-30,
,говядина сыр и барбе,400341947,шт.,203,107,2022-11-30,
,жульен грибной,440359723,шт.,189,107,2022-11-30,
,карт.жаркое с курице,450338990,шт.,193,107,2022-11-30,
,котлета домашняя,999900632,шт.,215,107,2022-11-30,
,котлета по-киевски,430334436,шт.,185,107,2022-11-30,
,куп кур.медальоны,460351207,шт.,148,107,2022-11-30,
,кур. с орех соусом2,430343370,шт.,204,107,2022-11-30,
,запеканка твор.готов,420346213,шт.,190,107,2022-11-30,
,салат с сельдью Люци,400344658,шт.,148,107,2022-11-30,
,брокколи с сыром,420346232,шт.,192,114,2022-12-01,
,буррито вегетар.,430343394,шт.,214,140,2022-12-01,
,говядина по-бургундк,400356359,шт.,184,157,2022-12-01,
,говядина с картоф.,400331689,шт.,147,157,2022-12-01,
,говядина с соусом,400331665,шт.,186,157,2022-12-01,
,говядина сыр и барбе,400341947,шт.,203,157,2022-12-01,
,жульен грибной,440359723,шт.,189,157,2022-12-01,
,карт.жаркое с курице,450338990,шт.,193,157,2022-12-01,
,котлета домашняя,999900632,шт.,215,157,2022-12-01,
,котлета по-киевски,430334436,шт.,185,157,2022-12-01,
,куп кур.медальоны,460351207,шт.,148,157,2022-12-01,
,кур. с орех соусом2,430343370,шт.,204,157,2022-12-01,
,запеканка твор.готов,420346213,шт.,190,157,2022-12-01,
,салат с сельдью Люци,400344658,шт.,148,157,2022-12-01,
,брокколи с сыром,420346232,шт.,192,66,2022-12-02,
,буррито вегетар.,430343394,шт.,214,92,2022-12-02,
,говядина по-бургундк,400356359,шт.,184,109,2022-12-02,
,говядина с картоф.,400331689,шт.,147,109,2022-12-02,
,говядина с соусом,400331665,шт.,186,109,2022-12-02,
,говядина сыр и барбе,400341947,шт.,203,109,2022-12-02,
,жульен грибной,440359723,шт.,189,109,2022-12-02,
,карт.жаркое с курице,450338990,шт.,193,109,2022-12-02,
,котлета домашняя,999900632,шт.,215,109,2022-12-02,
,котлета по-киевски,430334436,шт.,185,109,2022-12-02,
,куп кур.медальоны,460351207,шт.,148,109,2022-12-02,
,кур. с орех соусом2,430343370,шт.,204,109,2022-12-02,
,запеканка твор.готов,420346213,шт.,190,109,2022-12-02,
,салат с сельдью Люци,400344658,шт.,148,109,2022-12-02,
,брокколи с сыром,420346232,шт.,192,60,2022-12-03,
,буррито вегетар.,430343394,шт.,214,86,2022-12-03,
,говядина по-бургундк,400356359,шт.,184,103,2022-12-03,
,говядина с картоф.,400331689,шт.,147,103,2022-12-03,
,говядина с соусом,400331665,шт.,186,103,2022-12-03,
,говядина сыр и барбе,400341947,шт.,203,103,2022-12-03,
,жульен грибной,440359723,шт.,189,103,2022-12-03,
,карт.жаркое с курице,450338990,шт.,193,103,2022-12-03,
,котлета домашняя,999900632,шт.,215,103,2022-12-03,
,котлета по-киевски,430334436,шт.,185,103,2022-12-03,
,куп кур.медальоны,460351207,шт.,148,103,2022-12-03,
,кур. с орех соусом2,430343370,шт.,204,103,2022-12-03,
,запеканка твор.готов,420346213,шт.,190,103,2022-12-03,
,салат с сельдью Люци,400344658,шт.,148,103,2022-12-03,
,брокколи с сыром,420346232,шт.,192,87,2022-12-04,
,буррито вегетар.,430343394,шт.,214,157,2022-12-04,
,говядина по-бургундк,400356359,шт.,184,157,2022-12-04,
,говядина с картоф.,400331689,шт.,147,157,2022-12-04,
,говядина с соусом,400331665,шт.,186,157,2022-12-04,
,говядина сыр и барбе,400341947,шт.,203,157,2022-12-04,
,жульен грибной,440359723,шт.,189,157,2022-12-04,
,карт.жаркое с курице,450338990,шт.,193,157,2022-12-04,
,котлета домашняя,999900632,шт.,215,157,2022-12-04,
,котлета по-киевски,430334436,шт.,185,157,2022-12-04,
,куп кур.медальоны,460351207,шт.,148,157,2022-12-04,
,кур. с орех соусом2,430343370,шт.,204,157,2022-12-04,
,запеканка твор.готов,420346213,шт.,190,157,2022-12-04,
,салат с сельдью Люци,400344658,шт.,148,157,2022-12-04,
,брокколи с сыром,420346232,шт.,192,92,2022-12-05,
,буррито вегетар.,430343394,шт.,214,162,2022-12-05,
,говядина по-бургундк,400356359,шт.,184,162,2022-12-05,
,говядина с картоф.,400331689,шт.,147,162,2022-12-05,
,говядина с соусом,400331665,шт.,186,162,2022-12-05,
,говядина сыр и барбе,400341947,шт.,203,162,2022-12-05,
,жульен грибной,440359723,шт.,189,162,2022-12-05,
,карт.жаркое с курице,450338990,шт.,193,162,2022-12-05,
,котлета домашняя,999900632,шт.,215,162,2022-12-05,
,котлета по-киевски,430334436,шт.,185,162,2022-12-05,
,куп кур.медальоны,460351207,шт.,148,162,2022-12-05,
,кур. с орех соусом2,430343370,шт.,204,162,2022-12-05,
,запеканка твор.готов,420346213,шт.,190,162,2022-12-05,
,салат с сельдью Люци,400344658,шт.,148,162,2022-12-05,
,брокколи с сыром,420346232,шт.,192,72,2022-12-06,
,буррито вегетар.,430343394,шт.,214,98,2022-12-06,
,говядина по-бургундк,400356359,шт.,184,115,2022-12-06,
,говядина с картоф.,400331689,шт.,147,115,2022-12-06,
,говядина с соусом,400331665,шт.,186,115,2022-12-06,
,говядина сыр и барбе,400341947,шт.,203,115,2022-12-06,
,жульен грибной,440359723,шт.,189,115,2022-12-06,
,карт.жаркое с курице,450338990,шт.,193,115,2022-12-06,
,котлета домашняя,999900632,шт.,215,115,2022-12-06,
,котлета по-киевски,430334436,шт.,185,115,2022-12-06,
,куп кур.медальоны,460351207,шт.,148,115,2022-12-06,
,кур. с орех соусом2,430343370,шт.,204,115,2022-12-06,
,запеканка твор.готов,420346213,шт.,190,115,2022-12-06,
,салат с сельдью Люци,400344658,шт.,148,115,2022-12-06,
,брокколи с сыром,420346232,шт.,192,68,2022-12-07,
,буррито вегетар.,430343394,шт.,214,94,2022-12-07,
,говядина по-бургундк,400356359,шт.,184,111,2022-12-07,
,говядина с картоф.,400331689,шт.,147,111,2022-12-07,
,говядина с соусом,400331665,шт.,186,111,2022-12-07,
,говядина сыр и барбе,400341947,шт.,203,111,2022-12-07,
,жульен грибной,440359723,шт.,189,111,2022-12-07,
,карт.жаркое с курице,450338990,шт.,193,111,2022-12-07,
,котлета домашняя,999900632,шт.,215,111,2022-12-07,
,котлета по-киевски,430334436,шт.,185,111,2022-12-07,
,куп кур.медальоны,460351207,шт.,148,111,2022-12-07,
,кур. с орех соусом2,430343370,шт.,204,111,2022-12-07,
,запеканка твор.готов,420346213,шт.,190,111,2022-12-07,
,салат с сельдью Люци,400344658,шт.,148,111,2022-12-07,
,брокколи с сыром,420346232,шт.,192,76,2022-12-08,
,буррито вегетар.,430343394,шт.,214,102,2022-12-08,
,говядина по-бургундк,400356359,шт.,184,119,2022-12-08,
,говядина с картоф.,400331689,шт.,147,119,2022-12-08,
,говядина с соусом,400331665,шт.,186,119,2022-12-08,
,говядина сыр и барбе,400341947,шт.,203,119,2022-12-08,
,жульен грибной,440359723,шт.,189,119,2022-12-08,
,карт.жаркое с курице,450338990,шт.,193,119,2022-12-08,
,котлета домашняя,999900632,шт.,215,119,2022-12-08,
,котлета по-киевски,430334436,шт.,185,119,2022-12-08,
,куп кур.медальоны,460351207,шт.,148,119,2022-12-08,
,кур. с орех соусом2,430343370,шт.,204,119,2022-12-08,
,запеканка твор.готов,420346213,шт.,190,119,2022-12-08,
,салат с сельдью Люци,400344658,шт.,148,119,2022-12-08,
,брокколи с сыром,420346232,шт.,192,98,2022-12-09,
,буррито вегетар.,430343394,шт.,214,168,2022-12-09,
,говядина по-бургундк,400356359,шт.,184,168,2022-12-09,
,говядина с картоф.,400331689,шт.,147,168,2022-12-09,
,говядина с соусом,400331665,шт.,186,168,2022-12-09,
,говядина сыр и барбе,400341947,шт.,203,168,2022-12-09,
,жульен грибной,440359723,шт.,189,168,2022-12-09,
,карт.жаркое с курице,450338990,шт.,193,168,2022-12-09,
,котлета домашняя,999900632,шт.,215,168,2022-12-09,
,котлета по-киевски,430334436,шт.,185,168,2022-12-09,
,куп кур.медальоны,460351207,шт.,148,168,2022-12-09,
,кур. с орех соусом2,430343370,шт.,204,168,2022-12-09,
,запеканка твор.готов,420346213,шт.,190,168,2022-12-09,
,салат с сельдью Люци,400344658,шт.,148,168,2022-12-09,
,брокколи с сыром,420346232,шт.,192,50,2022-12-10,
,буррито вегетар.,430343394,шт.,214,120,2022-12-10,
,говядина по-бургундк,400356359,шт.,184,120,2022-12-10,
,говядина с картоф.,400331689,шт.,147,120,2022-12-10,
,говядина с соусом,400331665,шт.,186,120,2022-12-10,
,говядина сыр и барбе,400341947,шт.,203,120,2022-12-10,
,жульен грибной,440359723,шт.,189,120,2022-12-10,
,карт.жаркое с курице,450338990,шт.,193,120,2022-12-10,
,котлета домашняя,999900632,шт.,215,120,2022-12-10,
,котлета по-киевски,430334436,шт.,185,120,2022-12-10,
,куп кур.медальоны,460351207,шт.,148,120,2022-12-10,
,кур. с орех соусом2,430343370,шт.,204,120,2022-12-10,
,запеканка твор.готов,420346213,шт.,190,120,2022-12-10,
,салат с сельдью Люци,400344658,шт.,148,120,2022-12-10,
,брокколи с сыром,420346232,шт.,192,78,2022-12-10,
,буррито вегетар.,430343394,шт.,214,148,2022-12-11,
,говядина по-бургундк,400356359,шт.,184,148,2022-12-11,
,говядина с картоф.,400331689,шт.,147,148,2022-12-11,
,говядина с соусом,400331665,шт.,186,148,2022-12-11,
,говядина сыр и барбе,400341947,шт.,203,148,2022-12-11,
,жульен грибной,440359723,шт.,189,148,2022-12-11,
,карт.жаркое с курице,450338990,шт.,193,148,2022-12-11,
,котлета домашняя,999900632,шт.,215,148,2022-12-11,
,котлета по-киевски,430334436,шт.,185,148,2022-12-11,
,куп кур.медальоны,460351207,шт.,148,148,2022-12-11,
,кур. с орех соусом2,430343370,шт.,204,148,2022-12-11,
,запеканка твор.готов,420346213,шт.,190,148,2022-12-11,
,салат с сельдью Люци,400344658,шт.,148,148,2022-12-11,
,брокколи с сыром,420346232,шт.,192,83,2022-12-12,
,буррито вегетар.,430343394,шт.,214,153,2022-12-12,
,говядина по-бургундк,400356359,шт.,184,153,2022-12-12,
,говядина с картоф.,400331689,шт.,147,153,2022-12-12,
,говядина с соусом,400331665,шт.,186,153,2022-12-12,
,говядина сыр и барбе,400341947,шт.,203,153,2022-12-12,
,жульен грибной,440359723,шт.,189,153,2022-12-12,
,карт.жаркое с курице,450338990,шт.,193,153,2022-12-12,
,котлета домашняя,999900632,шт.,215,153,2022-12-12,
,котлета по-киевски,430334436,шт.,185,153,2022-12-12,
,куп кур.медальоны,460351207,шт.,148,153,2022-12-12,
,кур. с орех соусом2,430343370,шт.,204,153,2022-12-12,
,запеканка твор.готов,420346213,шт.,190,153,2022-12-12,
,салат с сельдью Люци,400344658,шт.,148,153,2022-12-12,
,брокколи с сыром,420346232,шт.,192,49,2022-12-13,
,буррито вегетар.,430343394,шт.,214,79,2022-12-13,
,говядина по-бургундк,400356359,шт.,184,99,2022-12-13,
,говядина с картоф.,400331689,шт.,147,99,2022-12-13,
,говядина с соусом,400331665,шт.,186,99,2022-12-13,
,говядина сыр и барбе,400341947,шт.,203,99,2022-12-13,
,жульен грибной,440359723,шт.,189,99,2022-12-13,
,карт.жаркое с курице,450338990,шт.,193,99,2022-12-13,
,котлета домашняя,999900632,шт.,215,99,2022-12-13,
,котлета по-киевски,430334436,шт.,185,99,2022-12-13,
,куп кур.медальоны,460351207,шт.,148,99,2022-12-13,
,кур. с орех соусом2,430343370,шт.,204,99,2022-12-13,
,запеканка твор.готов,420346213,шт.,190,99,2022-12-13,
,салат с сельдью Люци,400344658,шт.,148,99,2022-12-13,
,брокколи с сыром,420346232,шт.,192,52,2022-12-14,
,буррито вегетар.,430343394,шт.,214,82,2022-12-14,
,говядина по-бургундк,400356359,шт.,184,102,2022-12-14,
,говядина с картоф.,400331689,шт.,147,102,2022-12-14,
,говядина с соусом,400331665,шт.,186,102,2022-12-14,
,говядина сыр и барбе,400341947,шт.,203,102,2022-12-14,
,жульен грибной,440359723,шт.,189,102,2022-12-14,
,карт.жаркое с курице,450338990,шт.,193,102,2022-12-14,
,котлета домашняя,999900632,шт.,215,102,2022-12-14,
,котлета по-киевски,430334436,шт.,185,102,2022-12-14,
,куп кур.медальоны,460351207,шт.,148,102,2022-12-14,
,кур. с орех соусом2,430343370,шт.,204,102,2022-12-14,
,запеканка твор.готов,420346213,шт.,190,102,2022-12-14,
,салат с сельдью Люци,400344658,шт.,148,102,2022-12-14,
,брокколи с сыром,420346232,шт.,192,48,2022-12-15,
,буррито вегетар.,430343394,шт.,214,78,2022-12-15,
,говядина по-бургундк,400356359,шт.,184,98,2022-12-15,
,говядина с картоф.,400331689,шт.,147,98,2022-12-15,
,говядина с соусом,400331665,шт.,186,98,2022-12-15,
,говядина сыр и барбе,400341947,шт.,203,98,2022-12-15,
,жульен грибной,440359723,шт.,189,98,2022-12-15,
,карт.жаркое с курице,450338990,шт.,193,98,2022-12-15,
,котлета домашняя,999900632,шт.,215,98,2022-12-15,
,котлета по-киевски,430334436,шт.,185,98,2022-12-15,
,куп кур.медальоны,460351207,шт.,148,98,2022-12-15,
,кур. с орех соусом2,430343370,шт.,204,98,2022-12-15,
,запеканка твор.готов,420346213,шт.,190,98,2022-12-15,
,салат с сельдью Люци,400344658,шт.,148,98,2022-12-15,
,брокколи с сыром,420346232,шт.,192,50,2022-12-16,
,буррито вегетар.,430343394,шт.,214,80,2022-12-16,
,говядина по-бургундк,400356359,шт.,184,100,2022-12-16,
,говядина с картоф.,400331689,шт.,147,100,2022-12-16,
,говядина с соусом,400331665,шт.,186,100,2022-12-16,
,говядина сыр и барбе,400341947,шт.,203,100,2022-12-16,
,жульен грибной,440359723,шт.,189,100,2022-12-16,
,карт.жаркое с курице,450338990,шт.,193,100,2022-12-16,
,котлета домашняя,999900632,шт.,215,100,2022-12-16,
,котлета по-киевски,430334436,шт.,185,100,2022-12-16,
,куп кур.медальоны,460351207,шт.,148,100,2022-12-16,
,кур. с орех соусом2,430343370,шт.,204,100,2022-12-16,
,запеканка твор.готов,420346213,шт.,190,100,2022-12-16,
,салат с сельдью Люци,400344658,шт.,148,100,2022-12-16,
,брокколи с сыром,420346232,шт.,192,53,2022-12-17,
,буррито вегетар.,430343394,шт.,214,83,2022-12-17,
,говядина по-бургундк,400356359,шт.,184,103,2022-12-17,
,говядина с картоф.,400331689,шт.,147,103,2022-12-17,
,говядина с соусом,400331665,шт.,186,103,2022-12-17,
,говядина сыр и барбе,400341947,шт.,203,103,2022-12-17,
,жульен грибной,440359723,шт.,189,103,2022-12-17,
,карт.жаркое с курице,450338990,шт.,193,103,2022-12-17,
,котлета домашняя,999900632,шт.,215,103,2022-12-17,
,котлета по-киевски,430334436,шт.,185,103,2022-12-17,
,куп кур.медальоны,460351207,шт.,148,103,2022-12-17,
,кур. с орех соусом2,430343370,шт.,204,103,2022-12-17,
,запеканка твор.готов,420346213,шт.,190,103,2022-12-17,
,салат с сельдью Люци,400344658,шт.,148,103,2022-12-17,
,брокколи с сыром,420346232,шт.,192,82,2022-12-18,
,буррито вегетар.,430343394,шт.,214,152,2022-12-18,
,говядина по-бургундк,400356359,шт.,184,152,2022-12-18,
,говядина с картоф.,400331689,шт.,147,152,2022-12-18,
,говядина с соусом,400331665,шт.,186,152,2022-12-18,
,говядина сыр и барбе,400341947,шт.,203,152,2022-12-18,
,жульен грибной,440359723,шт.,189,152,2022-12-18,
,карт.жаркое с курице,450338990,шт.,193,152,2022-12-18,
,котлета домашняя,999900632,шт.,215,152,2022-12-18,
,котлета по-киевски,430334436,шт.,185,152,2022-12-18,
,куп кур.медальоны,460351207,шт.,148,152,2022-12-18,
,кур. с орех соусом2,430343370,шт.,204,152,2022-12-18,
,запеканка твор.готов,420346213,шт.,190,152,2022-12-18,
,салат с сельдью Люци,400344658,шт.,148,152,2022-12-18,
,брокколи с сыром,420346232,шт.,192,82,2022-12-19,
,буррито вегетар.,430343394,шт.,214,152,2022-12-19,
,говядина по-бургундк,400356359,шт.,184,152,2022-12-19,
,говядина с картоф.,400331689,шт.,147,152,2022-12-19,
,говядина с соусом,400331665,шт.,186,152,2022-12-19,
,говядина сыр и барбе,400341947,шт.,203,152,2022-12-19,
,жульен грибной,440359723,шт.,189,152,2022-12-19,
,карт.жаркое с курице,450338990,шт.,193,152,2022-12-19,
,котлета домашняя,999900632,шт.,215,152,2022-12-19,
,котлета по-киевски,430334436,шт.,185,152,2022-12-19,
,куп кур.медальоны,460351207,шт.,148,152,2022-12-19,
,кур. с орех соусом2,430343370,шт.,204,152,2022-12-19,
,запеканка твор.готов,420346213,шт.,190,152,2022-12-19,
,салат с сельдью Люци,400344658,шт.,148,152,2022-12-19,
,брокколи с сыром,420346232,шт.,192,50,2022-12-20,
,буррито вегетар.,430343394,шт.,214,80,2022-12-20,
,говядина по-бургундк,400356359,шт.,184,100,2022-12-20,
,говядина с картоф.,400331689,шт.,147,100,2022-12-20,
,говядина с соусом,400331665,шт.,186,100,2022-12-20,
,говядина сыр и барбе,400341947,шт.,203,100,2022-12-20,
,жульен грибной,440359723,шт.,189,100,2022-12-20,
,карт.жаркое с курице,450338990,шт.,193,100,2022-12-20,
,котлета домашняя,999900632,шт.,215,100,2022-12-20,
,котлета по-киевски,430334436,шт.,185,100,2022-12-20,
,куп кур.медальоны,460351207,шт.,148,100,2022-12-20,
,кур. с орех соусом2,430343370,шт.,204,100,2022-12-20,
,запеканка твор.готов,420346213,шт.,190,100,2022-12-20,
,салат с сельдью Люци,400344658,шт.,148,100,2022-12-20,
,брокколи с сыром,420346232,шт.,192,53,2022-12-21,
,буррито вегетар.,430343394,шт.,214,83,2022-12-21,
,говядина по-бургундк,400356359,шт.,184,103,2022-12-21,
,говядина с картоф.,400331689,шт.,147,103,2022-12-21,
,говядина с соусом,400331665,шт.,186,103,2022-12-21,
,говядина сыр и барбе,400341947,шт.,203,103,2022-12-21,
,жульен грибной,440359723,шт.,189,103,2022-12-21,
,карт.жаркое с курице,450338990,шт.,193,103,2022-12-21,
,котлета домашняя,999900632,шт.,215,103,2022-12-21,
,котлета по-киевски,430334436,шт.,185,103,2022-12-21,
,куп кур.медальоны,460351207,шт.,148,103,2022-12-21,
,кур. с орех соусом2,430343370,шт.,204,103,2022-12-21,
,запеканка твор.готов,420346213,шт.,190,103,2022-12-21,
,салат с сельдью Люци,400344658,шт.,148,103,2022-12-21,
,брокколи с сыром,420346232,шт.,192,49,2022-12-22,
,буррито вегетар.,430343394,шт.,214,79,2022-12-22,
,говядина по-бургундк,400356359,шт.,184,99,2022-12-22,
,говядина с картоф.,400331689,шт.,147,99,2022-12-22,
,говядина с соусом,400331665,шт.,186,99,2022-12-22,
,говядина сыр и барбе,400341947,шт.,203,99,2022-12-22,
,жульен грибной,440359723,шт.,189,99,2022-12-22,
,карт.жаркое с курице,450338990,шт.,193,99,2022-12-22,
,котлета домашняя,999900632,шт.,215,99,2022-12-22,
,котлета по-киевски,430334436,шт.,185,99,2022-12-22,
,куп кур.медальоны,460351207,шт.,148,99,2022-12-22,
,кур. с орех соусом2,430343370,шт.,204,99,2022-12-22,
,запеканка твор.готов,420346213,шт.,190,99,2022-12-22,
,салат с сельдью Люци,400344658,шт.,148,99,2022-12-22,
,брокколи с сыром,420346232,шт.,192,51,2022-12-23,
,буррито вегетар.,430343394,шт.,214,81,2022-12-23,
,говядина по-бургундк,400356359,шт.,184,101,2022-12-23,
,говядина с картоф.,400331689,шт.,147,101,2022-12-23,
,говядина с соусом,400331665,шт.,186,101,2022-12-23,
,говядина сыр и барбе,400341947,шт.,203,101,2022-12-23,
,жульен грибной,440359723,шт.,189,101,2022-12-23,
,карт.жаркое с курице,450338990,шт.,193,101,2022-12-23,
,котлета домашняя,999900632,шт.,215,101,2022-12-23,
,котлета по-киевски,430334436,шт.,185,101,2022-12-23,
,куп кур.медальоны,460351207,шт.,148,101,2022-12-23,
,кур. с орех соусом2,430343370,шт.,204,101,2022-12-23,
,запеканка твор.готов,420346213,шт.,190,101,2022-12-23,
,салат с сельдью Люци,400344658,шт.,148,101,2022-12-23,
,брокколи с сыром,420346232,шт.,192,54,2022-12-24,
,буррито вегетар.,430343394,шт.,214,84,2022-12-24,
,говядина по-бургундк,400356359,шт.,184,104,2022-12-24,
,говядина с картоф.,400331689,шт.,147,104,2022-12-24,
,говядина с соусом,400331665,шт.,186,104,2022-12-24,
,говядина сыр и барбе,400341947,шт.,203,104,2022-12-24,
,жульен грибной,440359723,шт.,189,104,2022-12-24,
,карт.жаркое с курице,450338990,шт.,193,104,2022-12-24,
,котлета домашняя,999900632,шт.,215,104,2022-12-24,
,котлета по-киевски,430334436,шт.,185,104,2022-12-24,
,куп кур.медальоны,460351207,шт.,148,104,2022-12-24,
,кур. с орех соусом2,430343370,шт.,204,104,2022-12-24,
,запеканка твор.готов,420346213,шт.,190,104,2022-12-24,
,салат с сельдью Люци,400344658,шт.,148,104,2022-12-24,
,брокколи с сыром,420346232,шт.,192,55,2022-12-25,
,буррито вегетар.,430343394,шт.,214,85,2022-12-25,
,говядина по-бургундк,400356359,шт.,184,105,2022-12-25,
,говядина с картоф.,400331689,шт.,147,105,2022-12-25,
,говядина с соусом,400331665,шт.,186,105,2022-12-25,
,говядина сыр и барбе,400341947,шт.,203,105,2022-12-25,
,жульен грибной,440359723,шт.,189,105,2022-12-25,
,карт.жаркое с курице,450338990,шт.,193,105,2022-12-25,
,котлета домашняя,999900632,шт.,215,105,2022-12-25,
